"candidate_term","candidate_token","neighbor_count","seed_count","seed_terms","concept_groups","query_statuses","best_rank","max_similarity","mean_similarity","review_decision","include_v2","review_notes","review_priority","suggested_review_group","auto_screen_confidence","auto_screen_reason"
"autonomics","autonomics","64","1","robotic process automation","automation_robotics","exact_key","9","0.709033","0.709033","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"alexnet","alexnet","31","1","neural network","core_ai","exact_key","16","0.707917","0.707917","accept","1","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=accept_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"ground-to-cloud","ground-to-cloud","5","1","AI exposure","ai_exposure","exact_key","5","0.705946","0.705946","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"least-appreciated","least-appreciated","5","1","AI exposure","ai_exposure","exact_key","6","0.704902","0.704902","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"tamilis","tamilis","5","1","AI exposure","ai_exposure","exact_key","7","0.703951","0.703951","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"unc2452","unc2452","7","1","AI analyst","ai_applications","exact_key","2","0.703548","0.703548","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"lidar","lidar","8810","1","computer vision","ai_methods","exact_key","25","0.703141","0.703141","accept","1","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=accept_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"mvapich","mvapich","5","1","AI exposure","ai_exposure","exact_key","8","0.702918","0.702918","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"denoising","denoising","5","1","supervised learning","ai_methods","exact_key","25","0.702670","0.702670","accept","1","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=accept_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"np-complete","np-complete","5","1","AI analyst","ai_applications","exact_key","3","0.701221","0.701221","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"design-thinking","design-thinking","40","1","AI skills","ai_workforce","exact_key","5","0.700799","0.700799","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"kwame webb morningstar","kwame_webb_morningstar","16","1","AI exposure","ai_exposure","exact_key","9","0.699928","0.699928","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"matt robison wunderlich","matt_robison_wunderlich","75","1","AI exposure","ai_exposure","exact_key","10","0.699437","0.699437","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"cohort-based learning","cohort-based_learning","19","1","AI skills","ai_workforce","exact_key","6","0.697951","0.697951","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"akumina","akumina","7","1","AI skills","ai_workforce","exact_key","9","0.692321","0.692321","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"robot-based","robot-based","36","1","robotics","automation_robotics","exact_key","7","0.688508","0.688508","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"spearfished","spearfished","7","1","AI analyst","ai_applications","exact_key","4","0.682511","0.682511","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"robotic-assisted surgery","robotic-assisted_surgery","208","1","robotics","automation_robotics","exact_key","8","0.680968","0.680968","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"robotics et cetera","robotics_et_cetera","69","1","robotics","automation_robotics","exact_key","9","0.680167","0.680167","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"deception-based","deception-based","6","1","AI analyst","ai_applications","exact_key","5","0.678492","0.678492","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"conspiration","conspiration","5","1","AI analyst","ai_applications","exact_key","6","0.678295","0.678295","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"multi-assistant","multi-assistant","7","1","AI integration","ai_activity","exact_key","3","0.676544","0.676544","accept","1","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=accept_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"eternalblue","eternalblue","9","1","AI analyst","ai_applications","exact_key","7","0.674847","0.674847","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"voice-assist","voice-assist","8","1","AI integration","ai_activity","exact_key","5","0.673728","0.673728","accept","1","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=accept_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"speechsquad","speechsquad","5","1","AI analyst","ai_applications","exact_key","8","0.672445","0.672445","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"decisioning","decisioning","4231","1","automated underwriting","ai_applications","exact_key","1","0.672305","0.672305","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"vui","vui","21","1","AI integration","ai_activity","exact_key","6","0.671940","0.671940","accept","1","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=accept_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"copy-pasting","copy-pasting","6","1","AI analyst","ai_applications","exact_key","9","0.671152","0.671152","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"misconfigure","misconfigure","8","1","AI analyst","ai_applications","exact_key","10","0.670755","0.670755","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"stla smartcockpit","stla_smartcockpit","16","1","AI integration","ai_activity","exact_key","8","0.669980","0.669980","accept","1","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=accept_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"dexus","dexus","1272","1","GPT","gen_ai","exact_key","1","0.665599","0.665599","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"ratestar","ratestar","108","1","automated underwriting","ai_applications","exact_key","3","0.656974","0.656974","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"xtrakto","xtrakto","5","1","NLP","ai_methods","exact_key","7","0.651671","0.651671","accept","1","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=accept_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"cxaas","cxaas","5","1","AI implementation","ai_activity","exact_key","2","0.649225","0.649225","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"idasl","idasl","20","1","automated underwriting","ai_applications","exact_key","4","0.641737","0.641737","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"post-pc era","post-pc_era","46","1","AI adoption","ai_activity","exact_key","3","0.631645","0.631645","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"information-led","information-led","9","1","AI implementation","ai_activity","exact_key","5","0.628273","0.628273","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"compute-intensive workloads","compute-intensive_workloads","17","1","AI adoption","ai_activity","exact_key","4","0.627114","0.627114","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"exponentialize","exponentialize","5","1","AI implementation","ai_activity","exact_key","6","0.626692","0.626692","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
"ondeck score","ondeck_score","134","1","automated underwriting","ai_applications","exact_key","5","0.623018","0.623018","reject","0","auto_screen_confidence=low; auto_screen_reason=manual_review_needed | manual_review=reject_user_list","3","maybe_3_high_similarity_or_rank","low","manual_review_needed"
